"Trt","idGenotype","idWatering","idPot","Time","Exact_Time_min","SWC","E_mmol_per_m2_s","E_clean","E_estimate","E_corr","meanVPD","E_mmol_per_m2_s_kPa","E_clean_per_kPa","E_estimate_per_kPa","E_corr_per_kPa"
"sex1-3 - WW","sex1-3","WW",101,-0.729166666666657,-1050,1.68352189349112,1.7516517055451,1.7516517055451,NA,1.7516517055451,0.927486486486486,1.88860078401867,1.88860078401867,NA,1.88860078401867
"sex1-3 - WW","sex1-3","WW",101,-0.708333333333329,-1020,1.68265917159763,1.74072433129188,1.74072433129188,NA,1.74072433129188,0.928888888888889,1.87398552411805,1.87398552411805,NA,1.87398552411805
"sex1-3 - WW","sex1-3","WW",101,-0.6875,-990,1.68179644970414,1.72845380236929,1.72845380236929,NA,1.72845380236929,0.928472222222222,1.86161067719654,1.86161067719654,NA,1.86161067719654
"sex1-3 - WW","sex1-3","WW",101,-0.666666666666657,-960,1.6809349112426,1.71211110903008,1.71211110903008,NA,1.71211110903008,0.924833333333333,1.85126448985051,1.85126448985051,NA,1.85126448985051
"sex1-3 - WW","sex1-3","WW",101,-0.645833333333329,-930,1.68011834319527,1.69607228184658,1.69607228184658,NA,1.69607228184658,0.926942857142857,1.82974847778042,1.82974847778042,NA,1.82974847778042
"sex1-3 - WW","sex1-3","WW",101,-0.625,-900,1.67898461538462,1.67885721601283,1.67885721601283,NA,1.67885721601283,0.927441176470588,1.81020344859151,1.81020344859151,NA,1.81020344859151
"sex1-3 - WW","sex1-3","WW",101,-0.604166666666657,-870,1.67816538461538,1.66606877793234,1.66606877793234,NA,1.66606877793234,0.926862068965517,1.79753690836853,1.79753690836853,NA,1.79753690836853
"sex1-3 - WW","sex1-3","WW",101,-0.583333333333329,-840,1.67736153846154,1.65089900519358,1.65089900519358,NA,1.65089900519358,0.924681818181818,1.78536981341291,1.78536981341291,NA,1.78536981341291
"sex1-3 - WW","sex1-3","WW",101,-0.5625,-810,1.67697606837607,1.65896034686161,1.65896034686161,NA,1.65896034686161,0.9264,1.79076030533421,1.79076030533421,NA,1.79076030533421
"sex1-3 - WW","sex1-3","WW",101,-0.541666666666657,-780,1.67658461538462,1.64611360311534,1.64611360311534,NA,1.64611360311534,0.930352941176471,1.76934314952964,1.76934314952964,NA,1.76934314952964
"sex1-3 - WW","sex1-3","WW",101,-0.520833333333329,-750,1.67620659340659,1.64072806701498,1.64072806701498,NA,1.64072806701498,0.934461538461538,1.75580053269631,1.75580053269631,NA,1.75580053269631
"sex1-3 - WW","sex1-3","WW",101,-0.5,-720,1.67584102564103,1.6163959025462,1.6163959025462,1.62550661402166,1.6163959025462,0.9305,1.73712617146287,1.73712617146287,1.74691737132902,1.73712617146287
"sex1-3 - WW","sex1-3","WW",101,-0.479166666666657,-690,1.6739641025641,0.821866640338003,0.821866640338003,0.812825468244681,0.821866640338003,0.8892,0.924276473614488,0.924276473614488,0.914108713725462,0.924276473614488
"sex1-3 - WW","sex1-3","WW",101,-0.458333333333329,-660,1.67379340659341,0.803407333291899,0.803407333291899,NA,0.803407333291899,0.891615384615385,0.901069392873323,0.901069392873323,NA,0.901069392873323
"sex1-3 - WW","sex1-3","WW",101,-0.4375,-630,1.67356153846154,0.80019703122959,0.80019703122959,NA,0.80019703122959,0.891315789473684,0.897770510384542,0.897770510384542,NA,0.897770510384542
"sex1-3 - WW","sex1-3","WW",101,-0.416666666666657,-600,1.67329230769231,0.796133315887266,0.796133315887266,NA,0.796133315887266,0.89112,0.893407527479201,0.893407527479201,NA,0.893407527479201
"sex1-3 - WW","sex1-3","WW",101,-0.395833333333329,-570,1.67299846153846,0.790962449222553,0.790962449222553,NA,0.790962449222553,0.890838709677419,0.887885136366569,0.887885136366569,NA,0.887885136366569
"sex1-3 - WW","sex1-3","WW",101,-0.375,-540,1.67268951048951,0.78390396341088,0.78390396341088,NA,0.78390396341088,0.889459459459459,0.88132624266796,0.88132624266796,NA,0.88132624266796
